zip,city,state_id,state_name,population,prob
07006,Caldwell,NJ,New Jersey,26403,0.00007925970000
07008,Carteret,NJ,New Jersey,25088,0.00007531220000
07009,Cedar Grove,NJ,New Jersey,13076,0.00003925310000
07010,Cliffside Park,NJ,New Jersey,25516,0.00007659700000
07011,Clifton,NJ,New Jersey,40681,0.00012212100000
07012,Clifton,NJ,New Jersey,14714,0.00004417030000
07013,Clifton,NJ,New Jersey,29322,0.00008802230000
07014,Clifton,NJ,New Jersey,4030,0.00001209770000
07016,Cranford,NJ,New Jersey,23825,0.00007152080000
07017,East Orange,NJ,New Jersey,38774,0.00011639600000
07018,East Orange,NJ,New Jersey,30048,0.00009020170000
07020,Edgewater,NJ,New Jersey,14236,0.00004273530000
07021,Essex Fells,NJ,New Jersey,2271,0.00000681736000
07022,Fairview,NJ,New Jersey,14921,0.00004479170000
07023,Fanwood,NJ,New Jersey,7729,0.00002320180000
07024,Fort Lee,NJ,New Jersey,39703,0.00011918500000
07026,Garfield,NJ,New Jersey,32481,0.00009750540000
07027,Garwood,NJ,New Jersey,4425,0.00001328350000
07028,Glen Ridge,NJ,New Jersey,7973,0.00002393430000
07029,Harrison,NJ,New Jersey,21845,0.00006557700000
07030,Hoboken,NJ,New Jersey,59371,0.00017822700000
07031,North Arlington,NJ,New Jersey,16339,0.00004904840000
07032,Kearny,NJ,New Jersey,41792,0.00012545600000
07033,Kenilworth,NJ,New Jersey,8377,0.00002514710000
07034,Lake Hiawatha,NJ,New Jersey,9987,0.00002998020000
07035,Lincoln Park,NJ,New Jersey,10898,0.00003271490000
07036,Linden,NJ,New Jersey,44931,0.00013487900000
07039,Livingston,NJ,New Jersey,31105,0.00009337470000
07040,Maplewood,NJ,New Jersey,25421,0.00007631180000
07041,Millburn,NJ,New Jersey,7355,0.00002207910000
07042,Montclair,NJ,New Jersey,28050,0.00008420390000
07043,Montclair,NJ,New Jersey,13052,0.00003918110000
07044,Verona,NJ,New Jersey,14482,0.00004347380000
07045,Montville,NJ,New Jersey,10133,0.00003041850000
07046,Mountain Lakes,NJ,New Jersey,4467,0.00001340960000
07047,North Bergen,NJ,New Jersey,62686,0.00018817800000
07050,Orange,NJ,New Jersey,33508,0.00010058800000
07052,West Orange,NJ,New Jersey,48483,0.00014554200000
07054,Parsippany,NJ,New Jersey,30692,0.00009213490000
07055,Passaic,NJ,New Jersey,70308,0.00021105900000
07057,Wallington,NJ,New Jersey,11836,0.00003553070000
07058,Pine Brook,NJ,New Jersey,5976,0.00001793950000
07059,Warren,NJ,New Jersey,16198,0.00004862510000
07060,Plainfield,NJ,New Jersey,47685,0.00014314700000
07062,Plainfield,NJ,New Jersey,14360,0.00004310760000
07063,Plainfield,NJ,New Jersey,14767,0.00004432940000
07064,Port Reading,NJ,New Jersey,3923,0.00001177650000
07065,Rahway,NJ,New Jersey,29584,0.00008880880000
07066,Clark,NJ,New Jersey,15448,0.00004637370000
07067,Colonia,NJ,New Jersey,18776,0.00005636410000
07068,Roseland,NJ,New Jersey,6240,0.00001873200000
07069,Watchung,NJ,New Jersey,6696,0.00002010090000
07070,Rutherford,NJ,New Jersey,18783,0.00005638510000
07071,Lyndhurst,NJ,New Jersey,22316,0.00006699090000
07072,Carlstadt,NJ,New Jersey,6359,0.00001908920000
07073,East Rutherford,NJ,New Jersey,9920,0.00002977910000
07074,Moonachie,NJ,New Jersey,3080,0.00000924592000
07075,Wood Ridge,NJ,New Jersey,9868,0.00002962300000
07076,Scotch Plains,NJ,New Jersey,24739,0.00007426450000
07077,Sewaren,NJ,New Jersey,3344,0.00001003840000
07078,Short Hills,NJ,New Jersey,14286,0.00004288540000
07079,South Orange,NJ,New Jersey,18452,0.00005539140000
07080,South Plainfield,NJ,New Jersey,24253,0.00007280560000
07081,Springfield,NJ,New Jersey,17004,0.00005104470000
07082,Towaco,NJ,New Jersey,5869,0.00001761830000
07083,Union,NJ,New Jersey,56905,0.00017082400000
07086,Weehawken,NJ,New Jersey,16216,0.00004867910000
07087,Union City,NJ,New Jersey,67906,0.00020384800000
07088,Vauxhall,NJ,New Jersey,2923,0.00000877461000
07090,Westfield,NJ,New Jersey,30969,0.00009296650000
07092,Mountainside,NJ,New Jersey,7049,0.00002116050000
07093,West New York,NJ,New Jersey,64319,0.00019308100000
07094,Secaucus,NJ,New Jersey,21441,0.00006436420000
07095,Woodbridge,NJ,New Jersey,21314,0.00006398290000
07102,Newark,NJ,New Jersey,13585,0.00004078110000
07103,Newark,NJ,New Jersey,36027,0.00010815000000
07104,Newark,NJ,New Jersey,54737,0.00016431600000
07105,Newark,NJ,New Jersey,55783,0.00016745600000
07106,Newark,NJ,New Jersey,35726,0.00010724700000
07107,Newark,NJ,New Jersey,42000,0.00012608100000
07108,Newark,NJ,New Jersey,28269,0.00008486130000
07109,Belleville,NJ,New Jersey,37965,0.00011396800000
07110,Nutley,NJ,New Jersey,29812,0.00008949330000
07111,Irvington,NJ,New Jersey,60226,0.00018079400000
07112,Newark,NJ,New Jersey,26684,0.00008010320000
07114,Newark,NJ,New Jersey,13618,0.00004088020000
07201,Elizabeth,NJ,New Jersey,28209,0.00008468120000
07202,Elizabeth,NJ,New Jersey,43796,0.00013147200000
07203,Roselle,NJ,New Jersey,22511,0.00006757620000
07204,Roselle Park,NJ,New Jersey,13975,0.00004195180000
07205,Hillside,NJ,New Jersey,22319,0.00006699990000
07206,Elizabethport,NJ,New Jersey,29387,0.00008821740000
07208,Elizabeth,NJ,New Jersey,34384,0.00010321800000
07302,Jersey City,NJ,New Jersey,51453,0.00015445800000
07304,Jersey City,NJ,New Jersey,50444,0.00015142900000
07305,Jersey City,NJ,New Jersey,71913,0.00021587700000
07306,Jersey City,NJ,New Jersey,55053,0.00016526500000
07307,Jersey City,NJ,New Jersey,43152,0.00012953900000
07310,Jersey City,NJ,New Jersey,13642,0.00004095220000
07311,Jersey City,NJ,New Jersey,1495,0.00000448787000
07401,Allendale,NJ,New Jersey,6821,0.00002047610000
07403,Bloomingdale,NJ,New Jersey,7762,0.00002330090000
07405,Butler,NJ,New Jersey,17993,0.00005401360000
07407,Elmwood Park,NJ,New Jersey,21242,0.00006376680000
07410,Fair Lawn,NJ,New Jersey,34823,0.00010453600000
07416,Franklin,NJ,New Jersey,5544,0.00001664260000
07417,Franklin Lakes,NJ,New Jersey,11040,0.00003314120000
07418,Glenwood,NJ,New Jersey,2844,0.00000853746000
07419,Hamburg,NJ,New Jersey,9721,0.00002918170000
07420,Haskell,NJ,New Jersey,5395,0.00001619540000
07421,Hewitt,NJ,New Jersey,7372,0.00002213020000
07422,Highland Lakes,NJ,New Jersey,5668,0.00001701490000
07423,Ho Ho Kus,NJ,New Jersey,4249,0.00001275520000
07424,Little Falls,NJ,New Jersey,26894,0.00008073370000
07430,Mahwah,NJ,New Jersey,25531,0.00007664200000
07432,Midland Park,NJ,New Jersey,7036,0.00002112150000
07435,Newfoundland,NJ,New Jersey,2513,0.00000754383000
07436,Oakland,NJ,New Jersey,12773,0.00003834350000
07438,Oak Ridge,NJ,New Jersey,11220,0.00003368150000
07439,Ogdensburg,NJ,New Jersey,2195,0.00000658922000
07440,Pequannock,NJ,New Jersey,4793,0.00001438820000
07442,Pompton Lakes,NJ,New Jersey,11114,0.00003336330000
07444,Pompton Plains,NJ,New Jersey,10784,0.00003237270000
07446,Ramsey,NJ,New Jersey,14803,0.00004443740000
07450,Ridgewood,NJ,New Jersey,26001,0.00007805290000
07452,Glen Rock,NJ,New Jersey,12098,0.00003631720000
07456,Ringwood,NJ,New Jersey,11779,0.00003535960000
07457,Riverdale,NJ,New Jersey,4051,0.00001216080000
07458,Saddle River,NJ,New Jersey,11717,0.00003517350000
07460,Stockholm,NJ,New Jersey,3049,0.00000915286000
07461,Sussex,NJ,New Jersey,17994,0.00005401660000
07462,Vernon,NJ,New Jersey,6674,0.00002003480000
07463,Waldwick,NJ,New Jersey,10089,0.00003028640000
07465,Wanaque,NJ,New Jersey,5890,0.00001768130000
07470,Wayne,NJ,New Jersey,55282,0.00016595200000
07480,West Milford,NJ,New Jersey,14994,0.00004501080000
07481,Wyckoff,NJ,New Jersey,16746,0.00005027020000
07501,Paterson,NJ,New Jersey,36020,0.00010812900000
07502,Paterson,NJ,New Jersey,18116,0.00005438280000
07503,Paterson,NJ,New Jersey,19365,0.00005813220000
07504,Paterson,NJ,New Jersey,12198,0.00003661740000
07505,Paterson,NJ,New Jersey,4125,0.00001238290000
07506,Hawthorne,NJ,New Jersey,19509,0.00005856450000
07508,Haledon,NJ,New Jersey,23733,0.00007124460000
07512,Totowa,NJ,New Jersey,11013,0.00003306020000
07513,Paterson,NJ,New Jersey,11602,0.00003482830000
07514,Paterson,NJ,New Jersey,19254,0.00005779900000
07522,Paterson,NJ,New Jersey,22645,0.00006797850000
07524,Paterson,NJ,New Jersey,14612,0.00004386410000
07601,Hackensack,NJ,New Jersey,45724,0.00013726000000
07603,Bogota,NJ,New Jersey,8833,0.00002651600000
07604,Hasbrouck Heights,NJ,New Jersey,12121,0.00003638630000
07605,Leonia,NJ,New Jersey,9284,0.00002786980000
07606,South Hackensack,NJ,New Jersey,2866,0.00000860350000
07607,Maywood,NJ,New Jersey,10050,0.00003016930000
07608,Teterboro,NJ,New Jersey,93,0.00000027917900
07620,Alpine,NJ,New Jersey,1336,0.00000401057000
07621,Bergenfield,NJ,New Jersey,28285,0.00008490930000
07624,Closter,NJ,New Jersey,8574,0.00002573850000
07626,Cresskill,NJ,New Jersey,9097,0.00002730850000
07627,Demarest,NJ,New Jersey,4977,0.00001494060000
07628,Dumont,NJ,New Jersey,17968,0.00005393850000
07630,Emerson,NJ,New Jersey,7317,0.00002196510000
07631,Englewood,NJ,New Jersey,29132,0.00008745190000
07632,Englewood Cliffs,NJ,New Jersey,5359,0.00001608730000
07640,Harrington Park,NJ,New Jersey,4802,0.00001441520000
07641,Haworth,NJ,New Jersey,3342,0.00001003240000
07642,Hillsdale,NJ,New Jersey,10168,0.00003052350000
07643,Little Ferry,NJ,New Jersey,10976,0.00003294910000
07644,Lodi,NJ,New Jersey,25984,0.00007800190000
07645,Montvale,NJ,New Jersey,8415,0.00002526120000
07646,New Milford,NJ,New Jersey,16915,0.00005077750000
07647,Northvale,NJ,New Jersey,5396,0.00001619840000
07648,Norwood,NJ,New Jersey,5669,0.00001701790000
07649,Oradell,NJ,New Jersey,8236,0.00002472380000
07650,Palisades Park,NJ,New Jersey,20292,0.00006091500000
07652,Paramus,NJ,New Jersey,26650,0.00008000120000
07656,Park Ridge,NJ,New Jersey,8989,0.00002698430000
07657,Ridgefield,NJ,New Jersey,11477,0.00003445300000
07660,Ridgefield Park,NJ,New Jersey,13204,0.00003963740000
07661,River Edge,NJ,New Jersey,12025,0.00003609810000
07662,Rochelle Park,NJ,New Jersey,5808,0.00001743520000
07663,Saddle Brook,NJ,New Jersey,14313,0.00004296650000
07666,Teaneck,NJ,New Jersey,41335,0.00012408400000
07670,Tenafly,NJ,New Jersey,15310,0.00004595940000
07675,Westwood,NJ,New Jersey,27025,0.00008112690000
07676,Township Of Washington,NJ,New Jersey,9296,0.00002790590000
07677,Woodcliff Lake,NJ,New Jersey,6115,0.00001835670000
07701,Red Bank,NJ,New Jersey,25011,0.00007508100000
07702,Shrewsbury,NJ,New Jersey,4129,0.00001239490000
07703,Fort Monmouth,NJ,New Jersey,2,0.00000000600384
07704,Fair Haven,NJ,New Jersey,6237,0.00001872300000
07711,Allenhurst,NJ,New Jersey,1750,0.00000525336000
07712,Asbury Park,NJ,New Jersey,39493,0.00011855500000
07716,Atlantic Highlands,NJ,New Jersey,8175,0.00002454070000
07717,Avon By The Sea,NJ,New Jersey,1762,0.00000528938000
07718,Belford,NJ,New Jersey,6901,0.00002071630000
07719,Belmar,NJ,New Jersey,21859,0.00006561900000
07720,Bradley Beach,NJ,New Jersey,4173,0.00001252700000
07721,Cliffwood,NJ,New Jersey,3770,0.00001131720000
07722,Colts Neck,NJ,New Jersey,10123,0.00003038840000
07723,Deal,NJ,New Jersey,604,0.00000181316000
07724,Eatontown,NJ,New Jersey,23333,0.00007004380000
07726,Englishtown,NJ,New Jersey,44955,0.00013495100000
07727,Farmingdale,NJ,New Jersey,6396,0.00001920030000
07728,Freehold,NJ,New Jersey,57248,0.00017185400000
07730,Hazlet,NJ,New Jersey,16845,0.00005056740000
07731,Howell,NJ,New Jersey,39458,0.00011845000000
07732,Highlands,NJ,New Jersey,4745,0.00001424410000
07733,Holmdel,NJ,New Jersey,17137,0.00005144390000
07734,Keansburg,NJ,New Jersey,13326,0.00004000360000
07735,Keyport,NJ,New Jersey,19663,0.00005902680000
07737,Leonardo,NJ,New Jersey,4356,0.00001307640000
07738,Lincroft,NJ,New Jersey,6814,0.00002045510000
07739,Little Silver,NJ,New Jersey,6105,0.00001832670000
07740,Long Branch,NJ,New Jersey,31866,0.00009565920000
07746,Marlboro,NJ,New Jersey,18439,0.00005535240000
07747,Matawan,NJ,New Jersey,32463,0.00009745130000
07748,Middletown,NJ,New Jersey,28297,0.00008494530000
07750,Monmouth Beach,NJ,New Jersey,3198,0.00000960014000
07751,Morganville,NJ,New Jersey,20782,0.00006238590000
07753,Neptune,NJ,New Jersey,37373,0.00011219100000
07755,Oakhurst,NJ,New Jersey,6652,0.00001996880000
07756,Ocean Grove,NJ,New Jersey,3077,0.00000923691000
07757,Oceanport,NJ,New Jersey,6116,0.00001835970000
07758,Port Monmouth,NJ,New Jersey,4345,0.00001304330000
07760,Rumson,NJ,New Jersey,9452,0.00002837420000
07762,Spring Lake,NJ,New Jersey,8444,0.00002534820000
07764,West Long Branch,NJ,New Jersey,8473,0.00002543530000
07801,Dover,NJ,New Jersey,26039,0.00007816700000
07803,Mine Hill,NJ,New Jersey,3976,0.00001193560000
07820,Allamuchy,NJ,New Jersey,9,0.00000002701730
07821,Andover,NJ,New Jersey,9277,0.00002784880000
07822,Augusta,NJ,New Jersey,1085,0.00000325708000
07823,Belvidere,NJ,New Jersey,7814,0.00002345700000
07825,Blairstown,NJ,New Jersey,9739,0.00002923570000
07826,Branchville,NJ,New Jersey,5549,0.00001665770000
07827,Montague,NJ,New Jersey,4070,0.00001221780000
07828,Budd Lake,NJ,New Jersey,14602,0.00004383400000
07830,Califon,NJ,New Jersey,7392,0.00002219020000
07831,Changewater,NJ,New Jersey,0,0.00000000000000
07832,Columbia,NJ,New Jersey,3125,0.00000938100000
07833,Delaware,NJ,New Jersey,92,0.00000027617700
07834,Denville,NJ,New Jersey,18209,0.00005466200000
07836,Flanders,NJ,New Jersey,12262,0.00003680950000
07838,Great Meadows,NJ,New Jersey,3085,0.00000926092000
07840,Hackettstown,NJ,New Jersey,31581,0.00009480370000
07842,Hibernia,NJ,New Jersey,39,0.00000011707500
07843,Hopatcong,NJ,New Jersey,11270,0.00003383160000
07844,Hope,NJ,New Jersey,121,0.00000036323200
07846,Johnsonburg,NJ,New Jersey,20,0.00000006003840
07847,Kenvil,NJ,New Jersey,1943,0.00000583273000
07848,Lafayette,NJ,New Jersey,4822,0.00001447530000
07849,Lake Hopatcong,NJ,New Jersey,8919,0.00002677410000
07850,Landing,NJ,New Jersey,7498,0.00002250840000
07851,Layton,NJ,New Jersey,345,0.00000103566000
07852,Ledgewood,NJ,New Jersey,3820,0.00001146730000
07853,Long Valley,NJ,New Jersey,12823,0.00003849360000
07856,Mount Arlington,NJ,New Jersey,4033,0.00001210670000
07857,Netcong,NJ,New Jersey,3419,0.00001026360000
07860,Newton,NJ,New Jersey,26151,0.00007850320000
07863,Oxford,NJ,New Jersey,3711,0.00001114010000
07865,Port Murray,NJ,New Jersey,2942,0.00000883165000
07866,Rockaway,NJ,New Jersey,22692,0.00006811960000
07869,Randolph,NJ,New Jersey,26171,0.00007856330000
07870,Schooleys Mountain,NJ,New Jersey,50,0.00000015009600
07871,Sparta,NJ,New Jersey,20910,0.00006277020000
07874,Stanhope,NJ,New Jersey,8504,0.00002552830000
07876,Succasunna,NJ,New Jersey,9279,0.00002785480000
07878,Mount Tabor,NJ,New Jersey,531,0.00000159402000
07880,Vienna,NJ,New Jersey,349,0.00000104767000
07881,Wallpack Center,NJ,New Jersey,12,0.00000003602300
07882,Washington,NJ,New Jersey,14523,0.00004359690000
07885,Wharton,NJ,New Jersey,11332,0.00003401780000
07901,Summit,NJ,New Jersey,24221,0.00007270950000
07920,Basking Ridge,NJ,New Jersey,28451,0.00008540760000
07921,Bedminster,NJ,New Jersey,7598,0.00002280860000
07922,Berkeley Heights,NJ,New Jersey,12059,0.00003620020000
07924,Bernardsville,NJ,New Jersey,7755,0.00002327990000
07926,Brookside,NJ,New Jersey,68,0.00000020413100
07927,Cedar Knolls,NJ,New Jersey,4287,0.00001286920000
07928,Chatham,NJ,New Jersey,19556,0.00005870560000
07930,Chester,NJ,New Jersey,8488,0.00002548030000
07931,Far Hills,NJ,New Jersey,3433,0.00001030560000
07932,Florham Park,NJ,New Jersey,10917,0.00003277200000
07933,Gillette,NJ,New Jersey,2651,0.00000795809000
07934,Gladstone,NJ,New Jersey,1359,0.00000407961000
07935,Green Village,NJ,New Jersey,389,0.00000116775000
07936,East Hanover,NJ,New Jersey,11129,0.00003340840000
07939,Lyons,NJ,New Jersey,215,0.00000064541300
07940,Madison,NJ,New Jersey,18056,0.00005420270000
07945,Mendham,NJ,New Jersey,9520,0.00002857830000
07946,Millington,NJ,New Jersey,3092,0.00000928194000
07950,Morris Plains,NJ,New Jersey,21069,0.00006324750000
07960,Morristown,NJ,New Jersey,46464,0.00013948100000
07961,Convent Station,NJ,New Jersey,337,0.00000101165000
07970,Mount Freedom,NJ,New Jersey,233,0.00000069944700
07974,New Providence,NJ,New Jersey,13040,0.00003914500000
07976,New Vernon,NJ,New Jersey,290,0.00000087055700
07977,Peapack,NJ,New Jersey,886,0.00000265970000
07979,Pottersville,NJ,New Jersey,213,0.00000063940900
07980,Stirling,NJ,New Jersey,2914,0.00000874760000
07981,Whippany,NJ,New Jersey,9118,0.00002737150000
08001,Alloway,NJ,New Jersey,814,0.00000244356000
08002,Cherry Hill,NJ,New Jersey,23613,0.00007088430000
08003,Cherry Hill,NJ,New Jersey,31085,0.00009331470000
08004,Atco,NJ,New Jersey,10885,0.00003267590000
08005,Barnegat,NJ,New Jersey,25319,0.00007600560000
08006,Barnegat Light,NJ,New Jersey,430,0.00000129083000
08007,Barrington,NJ,New Jersey,5524,0.00001658260000
08008,Beach Haven,NJ,New Jersey,6883,0.00002066220000
08009,Berlin,NJ,New Jersey,13996,0.00004201490000
08010,Beverly,NJ,New Jersey,11044,0.00003315320000
08011,Birmingham,NJ,New Jersey,0,0.00000000000000
08012,Blackwood,NJ,New Jersey,38904,0.00011678700000
08014,Bridgeport,NJ,New Jersey,397,0.00000119176000
08015,Browns Mills,NJ,New Jersey,19062,0.00005722260000
08016,Burlington,NJ,New Jersey,34433,0.00010336500000
08019,Chatsworth,NJ,New Jersey,999,0.00000299892000
08020,Clarksboro,NJ,New Jersey,2609,0.00000783201000
08021,Clementon,NJ,New Jersey,48202,0.00014469900000
08022,Columbus,NJ,New Jersey,9512,0.00002855430000
08023,Deepwater,NJ,New Jersey,314,0.00000094260300
08026,Gibbsboro,NJ,New Jersey,2303,0.00000691342000
08027,Gibbstown,NJ,New Jersey,4955,0.00001487450000
08028,Glassboro,NJ,New Jersey,21810,0.00006547190000
08029,Glendora,NJ,New Jersey,5562,0.00001669670000
08030,Gloucester City,NJ,New Jersey,13223,0.00003969440000
08031,Bellmawr,NJ,New Jersey,11632,0.00003491830000
08032,Grenloch,NJ,New Jersey,398,0.00000119476000
08033,Haddonfield,NJ,New Jersey,16567,0.00004973280000
08034,Cherry Hill,NJ,New Jersey,19522,0.00005860350000
08035,Haddon Heights,NJ,New Jersey,7618,0.00002286860000
08036,Hainesport,NJ,New Jersey,6026,0.00001808960000
08037,Hammonton,NJ,New Jersey,23732,0.00007124160000
08038,Hancocks Bridge,NJ,New Jersey,410,0.00000123079000
08039,Harrisonville,NJ,New Jersey,22,0.00000006604230
08041,Jobstown,NJ,New Jersey,932,0.00000279779000
08042,Juliustown,NJ,New Jersey,127,0.00000038124400
08043,Voorhees,NJ,New Jersey,30864,0.00009265130000
08045,Lawnside,NJ,New Jersey,2969,0.00000891270000
08046,Willingboro,NJ,New Jersey,31750,0.00009531100000
08048,Lumberton,NJ,New Jersey,12753,0.00003828350000
08049,Magnolia,NJ,New Jersey,5238,0.00001572410000
08050,Manahawkin,NJ,New Jersey,26674,0.00008007320000
08051,Mantua,NJ,New Jersey,11725,0.00003519750000
08052,Maple Shade,NJ,New Jersey,19821,0.00005950110000
08053,Marlton,NJ,New Jersey,46776,0.00014041800000
08054,Mount Laurel,NJ,New Jersey,44474,0.00013350700000
08055,Medford,NJ,New Jersey,28521,0.00008561780000
08056,Mickleton,NJ,New Jersey,5659,0.00001698790000
08057,Moorestown,NJ,New Jersey,20892,0.00006271610000
08059,Mount Ephraim,NJ,New Jersey,5670,0.00001702090000
08060,Mount Holly,NJ,New Jersey,25334,0.00007605070000
08061,Mount Royal,NJ,New Jersey,3414,0.00001024860000
08062,Mullica Hill,NJ,New Jersey,17670,0.00005304390000
08063,National Park,NJ,New Jersey,3112,0.00000934198000
08064,New Lisbon,NJ,New Jersey,55,0.00000016510600
08065,Palmyra,NJ,New Jersey,7432,0.00002231030000
08066,Paulsboro,NJ,New Jersey,8245,0.00002475080000
08067,Pedricktown,NJ,New Jersey,1676,0.00000503122000
08068,Pemberton,NJ,New Jersey,7135,0.00002141870000
08069,Penns Grove,NJ,New Jersey,13415,0.00004027080000
08070,Pennsville,NJ,New Jersey,12366,0.00003712170000
08071,Pitman,NJ,New Jersey,9366,0.00002811600000
08072,Quinton,NJ,New Jersey,351,0.00000105367000
08073,Rancocas,NJ,New Jersey,2,0.00000000600384
08074,Richwood,NJ,New Jersey,147,0.00000044128200
08075,Riverside,NJ,New Jersey,30188,0.00009062200000
08077,Riverton,NJ,New Jersey,20300,0.00006093900000
08078,Runnemede,NJ,New Jersey,8020,0.00002407540000
08079,Salem,NJ,New Jersey,10200,0.00003061960000
08080,Sewell,NJ,New Jersey,39124,0.00011744700000
08081,Sicklerville,NJ,New Jersey,51520,0.00015465900000
08083,Somerdale,NJ,New Jersey,9705,0.00002913360000
08084,Stratford,NJ,New Jersey,6967,0.00002091440000
08085,Swedesboro,NJ,New Jersey,21145,0.00006347560000
08086,Thorofare,NJ,New Jersey,7699,0.00002311180000
08087,Tuckerton,NJ,New Jersey,24954,0.00007490990000
08088,Vincentown,NJ,New Jersey,24205,0.00007266150000
08089,Waterford Works,NJ,New Jersey,4216,0.00001265610000
08090,Wenonah,NJ,New Jersey,9408,0.00002824210000
08091,West Berlin,NJ,New Jersey,5823,0.00001748020000
08092,West Creek,NJ,New Jersey,3047,0.00000914685000
08093,Westville,NJ,New Jersey,9815,0.00002946380000
08094,Williamstown,NJ,New Jersey,40847,0.00012261900000
08095,Winslow,NJ,New Jersey,1,0.00000000300192
08096,Woodbury,NJ,New Jersey,36040,0.00010818900000
08097,Woodbury Heights,NJ,New Jersey,3337,0.00001001740000
08098,Woodstown,NJ,New Jersey,9444,0.00002835010000
08102,Camden,NJ,New Jersey,8603,0.00002582550000
08103,Camden,NJ,New Jersey,12985,0.00003897990000
08104,Camden,NJ,New Jersey,21533,0.00006464040000
08105,Camden,NJ,New Jersey,26968,0.00008095580000
08106,Audubon,NJ,New Jersey,9730,0.00002920870000
08107,Oaklyn,NJ,New Jersey,13801,0.00004142950000
08108,Collingswood,NJ,New Jersey,18830,0.00005652620000
08109,Merchantville,NJ,New Jersey,23273,0.00006986370000
08110,Pennsauken,NJ,New Jersey,19660,0.00005901780000
08201,Absecon,NJ,New Jersey,10220,0.00003067960000
08202,Avalon,NJ,New Jersey,1586,0.00000476105000
08203,Brigantine,NJ,New Jersey,7892,0.00002369120000
08204,Cape May,NJ,New Jersey,17567,0.00005273470000
08205,Absecon,NJ,New Jersey,28052,0.00008420990000
08210,Cape May Court House,NJ,New Jersey,17386,0.00005219140000
08212,Cape May Point,NJ,New Jersey,152,0.00000045629200
08215,Egg Harbor City,NJ,New Jersey,14233,0.00004272630000
08217,Elwood,NJ,New Jersey,0,0.00000000000000
08221,Linwood,NJ,New Jersey,6958,0.00002088740000
08223,Marmora,NJ,New Jersey,4208,0.00001263210000
08224,New Gretna,NJ,New Jersey,214,0.00000064241100
08225,Northfield,NJ,New Jersey,8422,0.00002528220000
08226,Ocean City,NJ,New Jersey,11212,0.00003365750000
08230,Ocean View,NJ,New Jersey,5721,0.00001717400000
08232,Pleasantville,NJ,New Jersey,20110,0.00006036860000
08234,Egg Harbor Township,NJ,New Jersey,45998,0.00013808200000
08240,Pomona,NJ,New Jersey,2693,0.00000808417000
08241,Port Republic,NJ,New Jersey,1061,0.00000318504000
08242,Rio Grande,NJ,New Jersey,3813,0.00001144630000
08243,Sea Isle City,NJ,New Jersey,2068,0.00000620797000
08244,Somers Point,NJ,New Jersey,10623,0.00003188940000
08245,South Dennis,NJ,New Jersey,3,0.00000000900576
08246,South Seaville,NJ,New Jersey,53,0.00000015910200
08247,Stone Harbor,NJ,New Jersey,1053,0.00000316102000
08248,Strathmere,NJ,New Jersey,164,0.00000049231500
08251,Villas,NJ,New Jersey,10634,0.00003192240000
08260,Wildwood,NJ,New Jersey,12512,0.00003756000000
08270,Woodbine,NJ,New Jersey,8278,0.00002484990000
08302,Bridgeton,NJ,New Jersey,47358,0.00014216500000
08310,Buena,NJ,New Jersey,1245,0.00000373739000
08311,Cedarville,NJ,New Jersey,1833,0.00000550252000
08312,Clayton,NJ,New Jersey,8312,0.00002495200000
08314,Delmont,NJ,New Jersey,491,0.00000147394000
08316,Dorchester,NJ,New Jersey,125,0.00000037524000
08317,Dorothy,NJ,New Jersey,1390,0.00000417267000
08318,Elmer,NJ,New Jersey,12049,0.00003617010000
08319,Estell Manor,NJ,New Jersey,1304,0.00000391450000
08320,Fairton,NJ,New Jersey,1097,0.00000329311000
08321,Fortescue,NJ,New Jersey,119,0.00000035722900
08322,Franklinville,NJ,New Jersey,10211,0.00003065260000
08323,Greenwich,NJ,New Jersey,516,0.00000154899000
08324,Heislerville,NJ,New Jersey,311,0.00000093359700
08326,Landisville,NJ,New Jersey,1261,0.00000378542000
08327,Leesburg,NJ,New Jersey,4984,0.00001496160000
08328,Malaga,NJ,New Jersey,1776,0.00000533141000
08329,Mauricetown,NJ,New Jersey,268,0.00000080451500
08330,Mays Landing,NJ,New Jersey,29583,0.00008880580000
08332,Millville,NJ,New Jersey,35533,0.00010666700000
08340,Milmay,NJ,New Jersey,981,0.00000294488000
08341,Minotola,NJ,New Jersey,2200,0.00000660423000
08343,Monroeville,NJ,New Jersey,4836,0.00001451730000
08344,Newfield,NJ,New Jersey,4659,0.00001398590000
08345,Newport,NJ,New Jersey,652,0.00000195725000
08346,Newtonville,NJ,New Jersey,487,0.00000146194000
08348,Port Elizabeth,NJ,New Jersey,51,0.00000015309800
08349,Port Norris,NJ,New Jersey,2459,0.00000738172000
08350,Richland,NJ,New Jersey,477,0.00000143192000
08352,Rosenhayn,NJ,New Jersey,443,0.00000132985000
08353,Shiloh,NJ,New Jersey,325,0.00000097562400
08360,Vineland,NJ,New Jersey,44083,0.00013233400000
08361,Vineland,NJ,New Jersey,18955,0.00005690140000
08401,Atlantic City,NJ,New Jersey,38497,0.00011556500000
08402,Margate City,NJ,New Jersey,5388,0.00001617430000
08403,Longport,NJ,New Jersey,907,0.00000272274000
08406,Ventnor City,NJ,New Jersey,9333,0.00002801690000
08501,Allentown,NJ,New Jersey,6396,0.00001920030000
08502,Belle Mead,NJ,New Jersey,11469,0.00003442900000
08505,Bordentown,NJ,New Jersey,17552,0.00005268970000
